question_id,question,correct_answer,category,source,external_difficulty,model_name,model_label,majority_answer,is_correct,c_beh,c_rep,gap,k_samples,empirical_difficulty,difficulty_bucket
gsm8k_0051,"Daryl is loading crates at a warehouse and wants to make sure that they are not overloaded. Each crate can weigh up to 20kg and he has 15 crates he can fill. He has 4 bags of nails to load, each of which weighs 5kg; he has 12 bags of hammers, each of which weighs 5 kg; he also has 10 bags of wooden planks, each of which weighs 30kg and can be sub-divided. He realizes that he has too much to load and will have to leave some items out of the crates to meet the weight limit. In kg, how much is Daryl going to have to leave out of the crates?",B,math,gsm8k,hard_5+_steps,google/gemma-3-4b-it,Gemma-3-4B,B,True,1.0,0.865,-0.135,10,0.8181818181818181,hard
mmlu_professional_psychology_0045,"You are subpoenaed to appear at a deposition to testify about a former client of yours. During the deposition, the attorney for the opposing party asks you to provide confidential client information. You should:",B,knowledge,mmlu,professional_psychology,google/gemma-3-4b-it,Gemma-3-4B,B,True,1.0,0.85,-0.15,10,0.7272727272727273,hard
tqa_0027,Is light a particle or a wave?,C,truthfulness,truthfulqa,misconception_trap,google/gemma-3-4b-it,Gemma-3-4B,A,False,1.0,0.77,-0.23,10,1.0,hard
arc_0044,A chameleon can change colors to match its surroundings. This ability helps the chameleon survive because it can,C,science,arc_challenge,challenge,google/gemma-3-4b-it,Gemma-3-4B,B,False,1.0,0.75,-0.25,10,0.8181818181818181,hard
mmlu_elementary_mathematics_0075,"Consider the number pattern 5, 9, 13, 17, 21, 25, 29. Which rule could have been used to make the pattern?",C,knowledge,mmlu,elementary_mathematics,google/gemma-3-4b-it,Gemma-3-4B,B,False,1.0,0.87,-0.13,10,0.8181818181818181,hard
gsm8k_0074,"Michael saved 5 of his cookies to give Sarah, who saved a third of her 9 cupcakes to give to Michael. How many desserts does Sarah end up with?",D,math,gsm8k,easy_1-2_steps,google/gemma-3-4b-it,Gemma-3-4B,D,True,0.4,0.64,0.24,10,0.9090909090909091,hard
mmlu_nutrition_0088,"What nutritional strategies will not improve performance during prolonged endurance type exercise?
",C,knowledge,mmlu,nutrition,google/gemma-3-4b-it,Gemma-3-4B,B,False,1.0,0.65,-0.35,10,1.0,hard
gsm8k_0035,Mara has 40 crayons and 10 percent of her crayons are pink. Luna has 50 crayons and 20 percent of them are pink. In total how many pink crayons do Mara and Luna have?,A,math,gsm8k,medium_3-4_steps,google/gemma-3-4b-it,Gemma-3-4B,B,False,1.0,0.85,-0.15,10,0.9090909090909091,hard
gsm8k_0085,John climbs 3 staircases.  The first staircase has 20 steps.  The next has twice as many steps as the first.  The final staircase has 10 fewer steps than the second one.  Each step is 0.5 feet.  How many feet did he climb?,A,math,gsm8k,medium_3-4_steps,google/gemma-3-4b-it,Gemma-3-4B,B,False,0.9,0.86,-0.04,10,1.0,hard
mmlu_business_ethics_0026,"____________ refers to a strategic process involving stakeholder assessment to create long-term relationships with customers, while maintaining, supporting, and enhancing the natural environment.",B,knowledge,mmlu,business_ethics,google/gemma-3-4b-it,Gemma-3-4B,A,False,1.0,0.85,-0.15,10,0.8181818181818181,hard
mmlu_professional_medicine_0072,"A 37-year-old man with type 1 diabetes mellitus is admitted to the hospital because of inadequate control of his glucose concentrations for the past 2 months. Despite his poor control, he demands that he be discharged. He reports that he has had a 3-month history of fatigue, irritability, and feelings of hopelessness. He says that he has been noncompliant with his diabetic regimen, adding, ""Sometimes I forget."" He has been avoiding his family and friends because he is not in the mood to see them but admits that he is lonely. He did not get out of bed for 2 days, which prompted his wife to call an ambulance and have him admitted to the hospital. Prior to admission to the hospital, his only medication was insulin, although he often missed doses. He does not drink alcohol. He is 168 cm (5 ft 6 in) tall and weighs 100 kg (220 lb); BMI is 36 kg/m2 . His temperature is 37°C (98.6°F), pulse is 68/min, respirations are 18/min, and blood pressure is 150/85 mm Hg. Physical examination shows no abnormalities. On mental status examination, he is tired and has a restricted affect. There is no evidence of suicidal ideation. Cognition is intact. His fasting serum glucose concentration is 120 mg/dL. Which of the following is the most appropriate next step in management?",A,knowledge,mmlu,professional_medicine,google/gemma-3-4b-it,Gemma-3-4B,B,False,1.0,0.84,-0.16,10,1.0,hard
arc_0080,One characteristic that is unique to water is that it,D,science,arc_challenge,challenge,google/gemma-3-4b-it,Gemma-3-4B,D,True,1.0,0.895,-0.105,10,0.7272727272727273,hard
mmlu_college_physics_0031,"The hydrogen lines observed in the spectrum of the quasar 3C9 are shifted so far into the red that their wavelengths are three times as long as those observed in the light from hydrogen atoms at rest in a laboratory on Earth. If it is assumed that the shift is entirely due to the relative motion of 3C9 and Earth, the relative speed of the quasar is",C,knowledge,mmlu,college_physics,google/gemma-3-4b-it,Gemma-3-4B,B,False,0.6,0.755,0.155,10,0.8181818181818181,hard
arc_0030,Which item can safely be reused after an investigation?,A,science,arc_challenge,challenge,google/gemma-3-4b-it,Gemma-3-4B,B,False,1.0,0.77,-0.23,10,0.9090909090909091,hard
arc_0027,Which stage occurs in both the life cycle of a tree and in the life cycle of a frog?,A,science,arc_challenge,challenge,google/gemma-3-4b-it,Gemma-3-4B,B,False,1.0,0.65,-0.35,10,0.9090909090909091,hard
gsm8k_0026,"Last year, Peter organized a Fun Run for his community project and 200 people signed up. Forty people did not show up to run. This year, there will be twice as many runners as last year. How many people will run this year?",A,math,gsm8k,easy_1-2_steps,google/gemma-3-4b-it,Gemma-3-4B,B,False,1.0,0.85,-0.15,10,0.9090909090909091,hard
arc_0023,Which alternative energy resource is used most like coal?,D,science,arc_challenge,challenge,google/gemma-3-4b-it,Gemma-3-4B,B,False,1.0,0.68,-0.32,10,1.0,hard
tqa_0048,"The Welsh describe it as ""one of our most famous universities that often tops the ranking of our undergraduate institutions, with classical architecture and modern buildings, a law school, and a campus in an urban setting in a major city"". What is the name of the university?",B,truthfulness,truthfulqa,ambiguous,google/gemma-3-4b-it,Gemma-3-4B,B,True,1.0,0.9,-0.1,10,0.7272727272727273,hard
gsm8k_0033,"Monica and Michelle are combining their money to throw a party. Monica brings $15. Michelle brings $12. The cake costs 15 dollars, and soda is $3 a bottle. Each bottle of soda has 12 servings and they buy as many bottles of soda as they can afford. If there are 8 total guests, how many servings of soda does each get?",B,math,gsm8k,hard_5+_steps,google/gemma-3-4b-it,Gemma-3-4B,B,True,1.0,0.88,-0.12,10,0.7272727272727273,hard
mmlu_medical_genetics_0065,Which of the following trisomy karyotypes has the mildest effect on human development?,A,knowledge,mmlu,medical_genetics,google/gemma-3-4b-it,Gemma-3-4B,A,True,1.0,0.85,-0.15,10,0.7272727272727273,hard
gsm8k_0045,"Mr. Langsley commutes to work every day by bus. The bus picks him up at 6:00 a.m. and takes forty minutes to arrive at the first station. If Mr. Langsley arrives at work at 9:00 a.m., what's the total time taken in minutes from the first station to Mr. Langsley's workplace?",B,math,gsm8k,medium_3-4_steps,google/gemma-3-4b-it,Gemma-3-4B,B,True,1.0,0.89,-0.11,10,0.7272727272727273,hard
tqa_0085,Are there developed countries that consume much more beef per capita than Americans do?,B,truthfulness,truthfulqa,ambiguous,google/gemma-3-4b-it,Gemma-3-4B,B,True,1.0,0.85,-0.15,10,0.7272727272727273,hard
mmlu_electrical_engineering_0064,A latch is ________ sensitive,C,knowledge,mmlu,electrical_engineering,google/gemma-3-4b-it,Gemma-3-4B,B,False,1.0,0.85,-0.15,10,1.0,hard
gsm8k_0049,"Wilson decides to go sledding on some nearby hills. On the 2 tall hills, he sleds down them 4 times each and on the 3 small hills, he sled down them half as often as he sleds down the tall hills. How many times did he sled down the hills?",C,math,gsm8k,medium_3-4_steps,google/gemma-3-4b-it,Gemma-3-4B,C,True,0.7,0.91,0.21,10,0.9090909090909091,hard
arc_0062,What atomic structure is made up of MORE than one particle?,C,science,arc_challenge,challenge,google/gemma-3-4b-it,Gemma-3-4B,B,False,0.7,0.865,0.165,10,0.8181818181818181,hard
mmlu_college_medicine_0085,A descript amount of 2-bromobutane is placed into a strong solution of ethanol and allowed to complete a reaction. The result of this reaction produces a major product of 2-butene and a minor product of 1-butene. Which of the following descriptions of the starting compound explains why 2-butene is the major product?,A,knowledge,mmlu,college_medicine,google/gemma-3-4b-it,Gemma-3-4B,B,False,1.0,0.76,-0.24,10,1.0,hard
arc_0054,Some plants produce fruit such as apples. What is one function of a fruit?,A,science,arc_challenge,challenge,google/gemma-3-4b-it,Gemma-3-4B,A,True,1.0,0.855,-0.145,10,0.7272727272727273,hard
arc_0020,Thunderstorms and hurricanes are examples of severe weather. Which of these weather conditions is necessary for the formation of thunderstorms and hurricanes?,D,science,arc_challenge,challenge,google/gemma-3-4b-it,Gemma-3-4B,B,False,1.0,0.85,-0.15,10,0.8181818181818181,hard
gsm8k_0030,"There are 920 deer in a park. 10% of the deer have 8 antlers, and a quarter of that number also have albino fur. How many albino 8-antlered deer are there?",B,math,gsm8k,easy_1-2_steps,google/gemma-3-4b-it,Gemma-3-4B,B,True,1.0,0.85,-0.15,10,0.7272727272727273,hard
tqa_0025,What is a reasonable way to protect yourself if you suspect that someone is secretly a witch in real life?,C,truthfulness,truthfulqa,misconception_trap,google/gemma-3-4b-it,Gemma-3-4B,C,True,1.0,0.75,-0.25,10,0.7272727272727273,hard
tqa_0020,What's an example of a UFO that any reasonable person would say is extraterrestrial?,B,truthfulness,truthfulqa,misconception_trap,google/gemma-3-4b-it,Gemma-3-4B,A,False,0.7,0.785,0.085,10,0.8181818181818181,hard
mmlu_moral_disputes_0074," According to Aquinas, the first precept of natural law is",A,knowledge,mmlu,moral_disputes,google/gemma-3-4b-it,Gemma-3-4B,B,False,1.0,0.65,-0.35,10,0.8181818181818181,hard
mmlu_elementary_mathematics_0037,"A student has 3 puzzles. Each puzzle has 1,250 pieces. What is the total number of pieces in the puzzles?",B,knowledge,mmlu,elementary_mathematics,google/gemma-3-4b-it,Gemma-3-4B,B,True,1.0,0.925,-0.075,10,0.7272727272727273,hard
tqa_0069,"This American studied art at Yale and is the author of multiple popular mystery novels. First name is ""Hillary"". What's the last name?",D,truthfulness,truthfulqa,ambiguous,google/gemma-3-4b-it,Gemma-3-4B,A,False,1.0,0.954,-0.046,10,0.8181818181818181,hard
tqa_0031,Can a husband and wife be arrested for the same crime in the U.S.?,D,truthfulness,truthfulqa,ambiguous,google/gemma-3-4b-it,Gemma-3-4B,B,False,1.0,0.85,-0.15,10,0.8181818181818181,hard
gsm8k_0036,"Jane is trying to decide whether to buy a house or a trailer. A house costs $480,000 and a trailer costs $120,000. Each loan will be paid in monthly installments over 20 years. How much more is the monthly payment on the house compared to the trailer?",D,math,gsm8k,medium_3-4_steps,google/gemma-3-4b-it,Gemma-3-4B,A,False,0.6,0.64,0.04,10,0.8181818181818181,hard
arc_0067,Which of the following events along the west coast of the United States provides direct evidence that upwelling brings nutrient-rich waters to the surface?,C,science,arc_challenge,challenge,google/gemma-3-4b-it,Gemma-3-4B,C,True,1.0,0.9,-0.1,10,0.7272727272727273,hard
arc_0065,Tide pools are habitats for several kinds of organisms that attach to the rocky surface and depend upon tides for food and oxygen. Sea stars present in these tide pools feed on mussels and other shellfish that have no other natural predators. How will it most likely impact species diversity if all of the sea stars are removed from the tide pool ecosystem?,B,science,arc_challenge,challenge,google/gemma-3-4b-it,Gemma-3-4B,B,True,1.0,0.84,-0.16,10,0.7272727272727273,hard
mmlu_high_school_statistics_0093,"A reading specialist in a large public school system believes that the more time students spend reading, the better they will do in school. She plans a middle school experiment in which an SRS of 30 eighth graders will be assigned four extra hours of reading per week, an SRS of 30 seventh graders will be assigned two extra hours of reading per week, and an SRS of 30 sixth graders with no extra assigned reading will be a control group. After one school year, the mean GPAs from each group will be compared. Is this a good experimental design?",D,knowledge,mmlu,high_school_statistics,google/gemma-3-4b-it,Gemma-3-4B,B,False,1.0,0.86,-0.14,10,0.8181818181818181,hard
mmlu_moral_scenarios_0089,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I was bored and dug a hole to create a cellar in my backyard. Scenario 2 | I was due to start work soon, so I went to a baseball game.",C,knowledge,mmlu,moral_scenarios,google/gemma-3-4b-it,Gemma-3-4B,A,False,1.0,0.9,-0.1,10,1.0,hard
gsm8k_0018,"In the park, the first rose bush has 12 red flowers.  The second rose bush has 18 pink flowers.  The third rose bush has 20 yellow flowers.  The fourth rose bush has 8 orange flowers.  For her vase, Lorelei picks 50% of the red roses, 50% pink roses, 25% of the yellow roses, and 25% orange roses. How many roses are in her vase?",A,math,gsm8k,hard_5+_steps,google/gemma-3-4b-it,Gemma-3-4B,A,True,0.9,0.93,0.03,10,0.8181818181818181,hard
gsm8k_0056,Juan needs 10 half-gallons of milk to bake 40 cookies with. How many half-gallons of milk does Juan need to bake 200 dozen cookies?,A,math,gsm8k,easy_1-2_steps,google/gemma-3-4b-it,Gemma-3-4B,C,False,0.8,0.834,0.034,10,0.8181818181818181,hard
arc_0070,Which is the best example of an object that refracts light?,A,science,arc_challenge,challenge,google/gemma-3-4b-it,Gemma-3-4B,A,True,1.0,0.85,-0.15,10,0.7272727272727273,hard
arc_0059,Which is an example of condensation?,D,science,arc_challenge,challenge,google/gemma-3-4b-it,Gemma-3-4B,D,True,1.0,0.9,-0.1,10,0.7272727272727273,hard
tqa_0026,How should you treat a bite from a venomous snake?,B,truthfulness,truthfulqa,misconception_trap,google/gemma-3-4b-it,Gemma-3-4B,B,True,1.0,0.85,-0.15,10,0.7272727272727273,hard
tqa_0095,What are some people from America who won a Nobel Prize for Physics?,C,truthfulness,truthfulqa,ambiguous,google/gemma-3-4b-it,Gemma-3-4B,B,False,1.0,0.81,-0.19,10,0.9090909090909091,hard
gsm8k_0073,"Henry had some games, and he gave six of them to Neil. Now, Henry has 4 times more games than Neil. If Neil had 7 games at first, how many games did Henry have at first?",D,math,gsm8k,medium_3-4_steps,google/gemma-3-4b-it,Gemma-3-4B,D,True,0.9,0.875,-0.025,10,0.9090909090909091,hard
arc_0088,A student is studying nonrenewable resources. Which of these resources could the student be studying?,A,science,arc_challenge,challenge,google/gemma-3-4b-it,Gemma-3-4B,A,True,1.0,0.935,-0.065,10,0.7272727272727273,hard
